
**********************************************
Contact: Natoms = 1.00000000000e+04, as = 1.000000e+02 * a0, G = 1.085900e+03, G * par = 2.171801e+03
Regular DDI: add = 6.700000e+01 * a0, GD = 1.736905e+02, GD * par = 3.473811e+02, edd = 6.700000e-01
     Dipolar cutoff Scut = 8.416910e+00,

QF = 1: h2 = 1.792281e+03,         q5 = 1.707112e+00

Trap parameters:
GAMMA = 1.000000e+00, NU = 1.000000e+00, LAMBDA = 4.361370e-02
Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 1.3151422150218750e-01, DY = 1.3151422150218750e-01, DZ = 2.2918125546406252e+00, mx = 1.00e+01, my = 1.00e+01, mz = 1.00e+01
      Unit of length: aho = 6.123800e-07 m

Time discretization: NITER = 1000000 (NSNAP = 1000000)
                     DT = 3.459198e-03, mt = 5.00e+00

file ./imag3d-finalpsi.bin
MUREL = 1.000000e-10, MUEND=1.000000e+03

-----------------------------------------------------------------------------------------------
Snap      mu           Kin             Pot            Contact            DDI            QF
-----------------------------------------------------------------------------------------------
150       2.0476159134075069e+00 3.5665920030137677e-01 9.4256480686211719e-01 1.9704949893745538e+00 -1.2221030831305408e+00 7.8359504455962029e-02
151       2.0476319335527946e+00 3.5666363781158267e-01 9.4253868117062156e-01 1.9706083183602059e+00 -1.2221787037896152e+00 7.8366977489073619e-02
152       2.0476477997701910e+00 3.5666779529907255e-01 9.4251303898330263e-01 1.9707205771193097e+00 -1.2222536116314939e+00 7.8374383872292550e-02
153       2.0476635058978014e+00 3.5667167640563580e-01 9.4248788527512695e-01 1.9708317211469493e+00 -1.2223277769299106e+00 7.8381720515809647e-02
154       2.0476790458152889e+00 3.5667528480352007e-01 9.4246322492588630e-01 1.9709417062576466e+00 -1.2224011701717639e+00 7.8388984360476213e-02
155       2.0476944134472013e+00 3.5667862419182927e-01 9.4243906271929645e-01 1.9710504886091815e+00 -1.2224737620731063e+00 7.8396172379230730e-02
156       2.0477096027662611e+00 3.5668169829299701e-01 9.4241540334203477e-01 1.9711580247259148e+00 -1.2225455235946854e+00 7.8403281578476050e-02
157       2.0477246077965856e+00 3.5668451084934061e-01 9.4239225138284644e-01 1.9712642715216175e+00 -1.2226164259572192e+00 7.8410308999417797e-02
158       2.0477394226168344e+00 3.5668706561969049e-01 9.4236961133163744e-01 1.9713691863218661e+00 -1.2226864406563598e+00 7.8417251719356276e-02
159       2.0477540413633046e+00 3.5668936637609000e-01 9.4234748757862397e-01 1.9714727268858738e+00 -1.2227555394772835e+00 7.8424106852936229e-02
160       2.0477684582329774e+00 3.5669141690060757e-01 9.4232588441346743e-01 1.9715748514279110e+00 -1.2228236945090087e+00 7.8430871553356832e-02
161       2.0477826674864987e+00 3.5669322098218825e-01 9.4230480602446476e-01 1.9716755186381572e+00 -1.2228908781583112e+00 7.8437543013535685e-02
162       2.0477966634510203e+00 3.5669478241360997e-01 9.4228425649770486e-01 1.9717746877030407e+00 -1.2229570631633349e+00 7.8444118467234175e-02
163       2.0478104405230977e+00 3.5669610498853010e-01 9.4226423981632479e-01 1.9718723183251314e+00 -1.2230222226068888e+00 7.8450595190142636e-02
164       2.0478239931714475e+00 3.5669719249858645e-01 9.4224475985972422e-01 1.9719683707424565e+00 -1.2230863299293195e+00 7.8456970500922762e-02
165       2.0478373159396024e+00 3.5669804873060257e-01 9.4222582040281833e-01 1.9720628057472940e+00 -1.2231493589411124e+00 7.8463241762212296e-02
166       2.0478504034486087e+00 3.5669867746387113e-01 9.4220742511532496e-01 1.9721555847045442e+00 -1.2232112838351317e+00 7.8469406381592707e-02
167       2.0478632503995229e+00 3.5669908246750870e-01 9.4218957756104726e-01 1.9722466695694267e+00 -1.2232720791984599e+00 7.8475461812512623e-02
168       2.0478758515759843e+00 3.5669926749790293e-01 9.4217228119723417e-01 1.9723360229048379e+00 -1.2233317200239908e+00 7.8481405555181807e-02
169       2.0478882018465554e+00 3.5669923629623174e-01 9.4215553937387497e-01 1.9724236078980093e+00 -1.2233901817215604e+00 7.8487235157420426e-02
170       2.0479002961671329e+00 3.5669899258607246e-01 9.4213935533308946e-01 1.9725093883767939e+00 -1.2234474401288233e+00 7.8492948215476963e-02
171       2.0479121295832234e+00 3.5669854007107799e-01 9.4212373220850765e-01 1.9725933288253581e+00 -1.2235034715217201e+00 7.8498542374809160e-02
172       2.0479236972321364e+00 3.5669788243274397e-01 9.4210867302469181e-01 1.9726753943993680e+00 -1.2235582526246673e+00 7.8504015330829555e-02
173       2.0479349943451548e+00 3.5669702332824682e-01 9.4209418069653894e-01 1.9727555509407093e+00 -1.2236117606203403e+00 7.8509364829616998e-02
174       2.0479460162496301e+00 3.5669596638835843e-01 9.4208025802876927e-01 1.9728337649916479e+00 -1.2236639731591454e+00 7.8514588668595869e-02
175       2.0479567583709333e+00 3.5669471521544494e-01 9.4206690771536628e-01 1.9729100038085003e+00 -1.2237148683683781e+00 7.8519684697179959e-02
176       2.0479672162344587e+00 3.5669327338152490e-01 9.4205413233909774e-01 1.9729842353748099e+00 -1.2237644248609740e+00 7.8524650817385910e-02
177       2.0479773854674366e+00 3.5669164442642337e-01 9.4204193437101846e-01 1.9730564284140177e+00 -1.2238126217440228e+00 7.8529484984414866e-02
178       2.0479872618008050e+00 3.5668983185598085e-01 9.4203031617003674e-01 1.9731265524016761e+00 -1.2238594386268886e+00 7.8534185207203761e-02
179       2.0479968410708964e+00 3.5668783914034380e-01 9.4201927998244483e-01 1.9731945775770963e+00 -1.2239048556289887e+00 7.8538749548943715e-02
180       2.0480061192210841e+00 3.5668566971231630e-01 9.4200882794152552e-01 1.9732604749545661e+00 -1.2239488533873237e+00 7.8543176127572389e-02
181       2.0480150923034706e+00 3.5668332696579697e-01 9.4199896206716005e-01 1.9733242163341207e+00 -1.2239914130636071e+00 7.8547463116235394e-02
182       2.0480237564803478e+00 3.5668081425427650e-01 9.4198968426545882e-01 1.9733857743117644e+00 -1.2240325163511518e+00 7.8551608743720566e-02
183       2.0480321080257213e+00 3.5667813488939332e-01 9.4198099632841870e-01 1.9734451222892819e+00 -1.2240721454813726e+00 7.8555611294863117e-02
184       2.0480401433266584e+00 3.5667529213957028e-01 9.4197289993358002e-01 1.9735022344835269e+00 -1.2241102832300190e+00 7.8559469110923583e-02
185       2.0480478588846691e+00 3.5667228922870470e-01 9.4196539664374312e-01 1.9735570859353333e+00 -1.2241469129231120e+00 7.8563180589941731e-02
186       2.0480552513169838e+00 3.5666912933493372e-01 9.4195848790668968e-01 1.9736096525179094e+00 -1.2241820184425489e+00 7.8566744187061985e-02
187       2.0480623173577950e+00 3.5666581558945087e-01 9.4195217505492945e-01 1.9736599109448412e+00 -1.2242155842314266e+00 7.8570158414835653e-02
188       2.0480690538593298e+00 3.5666235107538474e-01 9.4194645930545284e-01 1.9737078387775757e+00 -1.2242475952990834e+00 7.8573421843496014e-02
189       2.0480754577930051e+00 3.5665873882674543e-01 9.4194134175951472e-01 1.9737534144325597e+00 -1.2242780372258149e+00 7.8576533101211168e-02
190       2.0480815262504644e+00 3.5665498182742494e-01 9.4193682340248308e-01 1.9737966171879076e+00 -1.2243068961673513e+00 7.8579490874313068e-02
191       2.0480872564445090e+00 3.5665108301024778e-01 9.4193290510363614e-01 1.9738374271896422e+00 -1.2243341588590171e+00 7.8582293907502071e-02
192       2.0480926457100663e+00 3.5664704525609542e-01 9.4192958761602930e-01 1.9738758254575544e+00 -1.2243598126196125e+00 7.8584941004030726e-02
193       2.0480976915049540e+00 3.5664287139305800e-01 9.4192687157638577e-01 1.9739117938905792e+00 -1.2243838453550688e+00 7.8587431025863602e-02
194       2.0481023914107723e+00 3.5663856419567258e-01 9.4192475750497584e-01 1.9739453152718935e+00 -1.2244062455617695e+00 7.8589762893817652e-02
195       2.0481067431335855e+00 3.5663412638417918e-01 9.4192324580557230e-01 1.9739763732734759e+00 -1.2244270023296417e+00 7.8591935587678893e-02
196       2.0481107445045938e+00 3.5662956062385437e-01 9.4192233676535864e-01 1.9740049524603640e+00 -1.2244461053449829e+00 7.8593948146299539e-02
197       2.0481143934808217e+00 3.5662486952438915e-01 9.4192203055492818e-01 1.9740310382945592e+00 -1.2244635448930548e+00 7.8595799667678060e-02
198       2.0481176881456165e+00 3.5662005563930133e-01 9.4192232722826563e-01 1.9740546171384226e+00 -1.2244793118603727e+00 7.8597489309012961e-02
199       2.0481206267092418e+00 3.5661512146540941e-01 9.4192322672277029e-01 1.9740756762578271e+00 -1.2244933977367649e+00 7.8599016286743303e-02
200       2.0481232075092368e+00 3.5661006944234369e-01 9.4192472885925749e-01 1.9740942038248575e+00 -1.2245057946172220e+00 7.8600379876565638e-02
201       2.0481254290109376e+00 3.5660490195211370e-01 9.4192683334205918e-01 1.9741101889202259e+00 -1.2245164952034611e+00 7.8601579413437261e-02
202       2.0481272898078027e+00 3.5659962131871409e-01 9.4192953975909444e-01 1.9741236215352904e+00 -1.2245254928052960e+00 7.8602614291557155e-02
203       2.0481287886216304e+00 3.5659422980775157e-01 9.4193284758193840e-01 1.9741344925736308e+00 -1.2245327813416909e+00 7.8603483964328993e-02
204       2.0481299243029980e+00 3.5658872962616384e-01 9.4193675616600525e-01 1.9741427938525484e+00 -1.2245383553417195e+00 7.8604187944313078e-02
205       2.0481306958312775e+00 3.5658312292192446e-01 9.4194126475062623e-01 1.9741485181038851e+00 -1.2245422099451584e+00 7.8604725803152559e-02
206       2.0481311023149535e+00 3.5657741178382024e-01 9.4194637245929136e-01 1.9741516589748127e+00 -1.2245443409029706e+00 7.8605097171489502e-02
207       2.0481311429915987e+00 3.5657159824125445e-01 9.4195207829977334e-01 1.9741522110280447e+00 -1.2245447445774735e+00 7.8605301738859434e-02
208       2.0481308172280621e+00 3.5656568426410290e-01 9.4195838116438391e-01 1.9741501697419628e+00 -1.2245434179423873e+00 7.8605339253577433e-02
209       2.0481301245204060e+00 3.5655967176258080e-01 9.4196527983019540e-01 1.9741455315102436e+00 -1.2245403585826140e+00 7.8605209522600458e-02
210       2.0481290644939025e+00 3.5655356258716209e-01 9.4197277295929482e-01 1.9741382936412455e+00 -1.2245355646937996e+00 7.8604912411377625e-02
211       2.0481276369029473e+00 3.5654735852853431e-01 9.4198085909904694e-01 1.9741284543571123e+00 -1.2245290350817462e+00 7.8604447843688377e-02
212       2.0481258416309625e+00 3.5654106131758212e-01 9.4198953668242369e-01 1.9741160127925295e+00 -1.2245207691615727e+00 7.8603815801460253e-02
213       2.0481236786902217e+00 3.5653467262540234e-01 9.4199880402830927e-01 1.9741009689932278e+00 -1.2245107669567175e+00 7.8603016324577210e-02
214       2.0481211482216217e+00 3.5652819406335012e-01 9.4200865934182454e-01 1.9740833239141347e+00 -1.2244990290976876e+00 7.8602049510670291e-02
215       2.0481182504944950e+00 3.5652162718312858e-01 9.4201910071472672e-01 1.9740630794173628e+00 -1.2244855568207229e+00 7.8600915514897160e-02
216       2.0481149859062446e+00 3.5651497347689048e-01 9.4203012612576109e-01 1.9740402382697300e+00 -1.2244703519661371e+00 7.8599614549705446e-02
217       2.0481113549820749e+00 3.5650823437737855e-01 9.4204173344108844e-01 1.9740148041402010e+00 -1.2244534169765930e+00 7.8598146884584913e-02
218       2.0481073583745451e+00 3.5650141125809298e-01 9.4205392041469183e-01 1.9739867815968855e+00 -1.2244347548951255e+00 7.8596512845804503e-02
219       2.0481029968632463e+00 3.5649450543349509e-01 9.4206668468883858e-01 1.9739561761039428e+00 -1.2244143693630303e+00 7.8594712816139403e-02
220       2.0480982713542670e+00 3.5648751815921631e-01 9.4208002379454203e-01 1.9739229940180232e+00 -1.2243922646175145e+00 7.8592747234581331e-02
221       2.0480931828797542e+00 3.5648045063232131e-01 9.4209393515205930e-01 1.9738872425846334e+00 -1.2243684454892598e+00 7.8590616596039886e-02
222       2.0480877325973559e+00 3.5647330399157839e-01 9.4210841607138718e-01 1.9738489299341526e+00 -1.2243429173997624e+00 7.8588321451031978e-02
223       2.0480819217896564e+00 3.5646607931775059e-01 9.4212346375280087e-01 1.9738080650775811e+00 -1.2243156863584761e+00 7.8585862405354479e-02
224       2.0480757518635708e+00 3.5645877763392958e-01 9.4213907528738927e-01 1.9737646579021226e+00 -1.2242867589598705e+00 7.8583240119751707e-02
225       2.0480692243496956e+00 3.5645139990588109e-01 9.4215524765764924e-01 1.9737187191664423e+00 -1.2242561423802769e+00 7.8580455309567018e-02
226       2.0480623409016410e+00 3.5644394704241966e-01 9.4217197773805594e-01 1.9736702604957415e+00 -1.2242238443745763e+00 7.8577508744383434e-02
227       2.0480551032953223e+00 3.5643641989579283e-01 9.4218926229569411e-01 1.9736192943765829e+00 -1.2241898732727474e+00 7.8574401247656300e-02
228       2.0480475134281706e+00 3.5642881926210268e-01 9.4220709799086022e-01 1.9735658341514255e+00 -1.2241542379762176e+00 7.8571133696329926e-02
229       2.0480395733183929e+00 3.5642114588174539e-01 9.4222548137773510e-01 1.9735098940130635e+00 -1.2241169479541512e+00 7.8567707020448366e-02
230       2.0480312851041194e+00 3.5641340043986186e-01 9.4224440890504102e-01 1.9734514889986894e+00 -1.2240780132394729e+00 7.8564122202752176e-02
231       2.0480226510425559e+00 3.5640558356682100e-01 9.4226387691673474e-01 1.9733906349838335e+00 -1.2240374444248334e+00 7.8560380278266673e-02
232       2.0480136735091121e+00 3.5639769583872044e-01 9.4228388165272514e-01 1.9733273486760732e+00 -1.2239952526584068e+00 7.8556482333880420e-02
233       2.0480043549964586e+00 3.5638973777789368e-01 9.4230441924958497e-01 1.9732616476084663e+00 -1.2239514496394863e+00 7.8552429507910207e-02
234       2.0479946981135848e+00 3.5638170985345452e-01 9.4232548574130304e-01 1.9731935501328617e+00 -1.2239060476140347e+00 7.8548222989661132e-02
235       2.0479847055848150e+00 3.5637361248185684e-01 9.4234707706005649e-01 1.9731230754129101e+00 -1.2238590593700087e+00 7.8543864018972440e-02
236       2.0479743802487800e+00 3.5636544602745779e-01 9.4236918903698297e-01 1.9730502434169670e+00 -1.2238104982326277e+00 7.8539353885758292e-02
237       2.0479637250573974e+00 3.5635721080311417e-01 9.4239181740300904e-01 1.9729750749106818e+00 -1.2237603780594080e+00 7.8534693929534244e-02
238       2.0479527430747031e+00 3.5634890707079120e-01 9.4241495778961648e-01 1.9728975914494555e+00 -1.2237087132351601e+00 7.8529885538937291e-02
239       2.0479414374759006e+00 3.5634053504219088e-01 9.4243860572976301e-01 1.9728178153707372e+00 -1.2236555186667901e+00 7.8524930151238806e-02
240       2.0479298115460378e+00 3.5633209487938772e-01 9.4246275665866286e-01 1.9727357697859700e+00 -1.2236008097779829e+00 7.8519829251842685e-02
241       2.0479178686789790e+00 3.5632358669549907e-01 9.4248740591471314e-01 1.9726514785725495e+00 -1.2235446025037831e+00 7.8514584373779978e-02
242       2.0479056123761259e+00 3.5631501055535381e-01 9.4251254874035606e-01 1.9725649663654237e+00 -1.2234869132850075e+00 7.8509197097193228e-02
243       2.0478930462452096e+00 3.5630636647618208e-01 9.4253818028302583e-01 1.9724762585485620e+00 -1.2234277590625604e+00 7.8503669048810204e-02
244       2.0478801739990358e+00 3.5629765442833278e-01 9.4256429559603694e-01 1.9723853812462950e+00 -1.2233671572716291e+00 7.8498001901412928e-02
245       2.0478669994541869e+00 3.5628887433598716e-01 9.4259088963956172e-01 1.9722923613143521e+00 -1.2233051258357142e+00 7.8492197373294950e-02
246       2.0478535265297046e+00 3.5628002607790571e-01 9.4261795728157549e-01 1.9721972263307945e+00 -1.2232416831605712e+00 7.8486257227711340e-02
247       2.0478397592457642e+00 3.5627110948817953e-01 9.4264549329885527e-01 1.9721000045867751e+00 -1.2231768481280458e+00 7.8480183272322729e-02
248       2.0478257017222701e+00 3.5626212435699711e-01 9.4267349237794473e-01 1.9720007250770610e+00 -1.2231106400897329e+00 7.8473977358627142e-02
249       2.0478113581774990e+00 3.5625307043143162e-01 9.4270194911621508e-01 1.9718994174904307e+00 -1.2230430788605782e+00 7.8467641381388606e-02
250       2.0477967329266074e+00 3.5624394741624638e-01 9.4273085802285572e-01 1.9717961121998355e+00 -1.2229741847123299e+00 7.8461177278054281e-02
251       2.0477818303802744e+00 3.5623475497469853e-01 9.4276021351994765e-01 1.9716908402524906e+00 -1.2229039783668625e+00 7.8454587028165143e-02
252       2.0477666550431128e+00 3.5622549272938275e-01 9.4279000994350726e-01 1.9715836333596366e+00 -1.2228324809894138e+00 7.8447872652759432e-02
253       2.0477512115121943e+00 3.5621616026305314e-01 9.4282024154457100e-01 1.9714745238862501e+00 -1.2227597141816799e+00 7.8441036213767287e-02
254       2.0477355044755856e+00 3.5620675711951327e-01 9.4285090249030057e-01 1.9713635448405920e+00 -1.2226856999748204e+00 7.8434079813400087e-02
255       2.0477195387106919e+00 3.5619728280446633e-01 9.4288198686509894e-01 1.9712507298634689e+00 -1.2226104608223423e+00 7.8427005593529914e-02
256       2.0477033190827050e+00 3.5618773678640919e-01 9.4291348867169544e-01 1.9711361132174159e+00 -1.2225340195928154e+00 7.8419815735061321e-02
257       2.0476868505429890e+00 3.5617811849754338e-01 9.4294540183233910e-01 1.9710197297756960e+00 -1.2224563995625890e+00 7.8412512457299077e-02
258       2.0476701381274278e+00 3.5616842733468940e-01 9.4297772018991588e-01 1.9709016150111101e+00 -1.2223776244082873e+00 7.8405098017304706e-02
259       2.0476531869548111e+00 3.5615866266022739e-01 9.4301043750915803e-01 1.9707818049846877e+00 -1.2222977181992623e+00 7.8397574709249795e-02
260       2.0476360022250555e+00 3.5614882380303170e-01 9.4304354747778685e-01 1.9706603363341129e+00 -1.2222167053898760e+00 7.8389944863756361e-02
261       2.0476185892175343e+00 3.5613891005945242e-01 9.4307704370773360e-01 1.9705372462620758e+00 -1.2221346108117277e+00 7.8382210847235623e-02
262       2.0476009532893711e+00 3.5612892069428981e-01 9.4311091973638672e-01 1.9704125725244543e+00 -1.2220514596657599e+00 7.8374375061217652e-02
263       2.0475830998735765e+00 3.5611885494178613e-01 9.4314516902775347e-01 1.9702863534182140e+00 -1.2219672775141770e+00 7.8366439941670044e-02
264       2.0475650344773126e+00 3.5610871200664185e-01 9.4317978497374144e-01 1.9701586277693111e+00 -1.2218820902723817e+00 7.8358407958316431e-02
265       2.0475467626801040e+00 3.5609849106505415e-01 9.4321476089543388e-01 1.9700294349203180e+00 -1.2217959242007017e+00 7.8350281613942668e-02
266       2.0475282901318934e+00 3.5608819126574293e-01 9.4325009004431037e-01 1.9698988147178742e+00 -1.2217088058960344e+00 7.8342063443695598e-02
267       2.0475096225512868e+00 3.5607781173103120e-01 9.4328576560358057e-01 1.9697668075000632e+00 -1.2216207622833879e+00 7.8333756014378128e-02
268       2.0474907657235581e+00 3.5606735155791458e-01 9.4332178068943506e-01 1.9696334540835043e+00 -1.2215318206072960e+00 7.8325361923732448e-02
269       2.0474717254987622e+00 3.5605680981915455e-01 9.4335812835238275e-01 1.9694987957503696e+00 -1.2214420084231443e+00 7.8316883799720363e-02
270       2.0474525077898211e+00 3.5604618556440853e-01 9.4339480157856681e-01 1.9693628742351910e+00 -1.2213513535883453e+00 7.8308324299792356e-02
271       2.0474331185704959e+00 3.5603547782134792e-01 9.4343179329109217e-01 1.9692257317115134e+00 -1.2212598842534577e+00 7.8299686110151950e-02
272       2.0474135638734214e+00 3.5602468559681910e-01 9.4346909635137111e-01 1.9690874107783638e+00 -1.2211676288531328e+00 7.8290971945010127e-02
273       2.0473938497880648e+00 3.5601380787800396e-01 9.4350670356049227e-01 1.9689479544465396e+00 -1.2210746160969710e+00 7.8282184545833189e-02
274       2.0473739824587089e+00 3.5600284363362555e-01 9.4354460766058545e-01 1.9688074061247951e+00 -1.2209808749602973e+00 7.8273326680583760e-02
275       2.0473539680823034e+00 3.5599179181513568e-01 9.4358280133618644e-01 1.9686658096057348e+00 -1.2208864346747534e+00 7.8264401142951343e-02
276       2.0473338129064573e+00 3.5598065135796914e-01 9.4362127721565492e-01 1.9685232090516871e+00 -1.2207913247188540e+00 7.8255410751577964e-02
277       2.0473135232272215e+00 3.5596942118277813e-01 9.4366002787255721e-01 1.9683796489802285e+00 -1.2206955748083426e+00 7.8246358349272099e-02
278       2.0472931053870345e+00 3.5595810019671420e-01 9.4369904582709041e-01 1.9682351742497519e+00 -1.2205992148865223e+00 7.8237246802218302e-02
279       2.0472725657724338e+00 3.5594668729471546e-01 9.4373832354750886e-01 1.9680898300445819e+00 -1.2205022751143728e+00 7.8228078999173722e-02
280       2.0472519108119358e+00 3.5593518136082758e-01 9.4377785345155218e-01 1.9679436618602000e+00 -1.2204047858606442e+00 7.8218857850660767e-02
281       2.0472311469737843e+00 3.5592358126954932e-01 9.4381762790789858e-01 1.9677967154880880e+00 -1.2203067776917516e+00 7.8209586288147184e-02
282       2.0472102807636521e+00 3.5591188588717976e-01 9.4385763923760513e-01 1.9676490370004573e+00 -1.2202082813615902e+00 7.8200267263218215e-02
283       2.0471893187224266e+00 3.5590009407322426e-01 9.4389787971558736e-01 1.9675006727348479e+00 -1.2201093278012332e+00 7.8190903746740731e-02
284       2.0471682674238516e+00 3.5588820468179744e-01 9.4393834157209133e-01 1.9673516692784629e+00 -1.2200099481085003e+00 7.8181498728016205e-02
285       2.0471471334722247e+00 3.5587621656306206e-01 9.4397901699417386e-01 1.9672020734523810e+00 -1.2199101735373921e+00 7.8172055213925534e-02
286       2.0471259234999870e+00 3.5586412856469224e-01 9.4401989812718046e-01 1.9670519322955218e+00 -1.2198100354874077e+00 7.8162576228061345e-02
287       2.0471046441654188e+00 3.5585193953336991e-01 9.4406097707628589e-01 1.9669012930485212e+00 -1.2197095654927579e+00 7.8153064809853581e-02
288       2.0470833021501131e+00 3.5583964831628917e-01 9.4410224590793579e-01 1.9667502031373072e+00 -1.2196087952114192e+00 7.8143524013681742e-02
289       2.0470619041566600e+00 3.5582725376271651e-01 9.4414369665144360e-01 1.9665987101565894e+00 -1.2195077564140897e+00 7.8133956907977517e-02
290       2.0470404569060583e+00 3.5581475472555257e-01 9.4418532130044797e-01 1.9664468618530693e+00 -1.2194064809730116e+00 7.8124366574316567e-02
291       2.0470189671353305e+00 3.5580215006294558e-01 9.4422711181449526e-01 1.9662947061085507e+00 -1.2193050008506607e+00 7.8114756106499497e-02
292       2.0469974415949661e+00 3.5578943863991547e-01 9.4426906012054757e-01 1.9661422909228221e+00 -1.2192033480883193e+00 7.8105128609618574e-02
293       2.0469758870463068e+00 3.5577661933001609e-01 9.4431115811453092e-01 1.9659896643962436e+00 -1.2191015547944839e+00 7.8095487199115549e-02
294       2.0469543102590992e+00 3.5576369101703703e-01 9.4435339766291393e-01 1.9658368747123613e+00 -1.2189996531332132e+00 7.8085834999825229e-02
295       2.0469327180088084e+00 3.5575065259671501e-01 9.4439577060424740e-01 1.9656839701201338e+00 -1.2188976753122875e+00 7.8076175145008017e-02
296       2.0469111170740213e+00 3.5573750297850676e-01 9.4443826875072812e-01 1.9655309989160474e+00 -1.2187956535712612e+00 7.8066510775367318e-02
297       2.0468895142338197e+00 3.5572424108736439e-01 9.4448088388979534e-01 1.9653780094260342e+00 -1.2186936201693743e+00 7.8056845038055642e-02
298       2.0468679162650609e+00 3.5571086586556055e-01 9.4452360778567312e-01 1.9652250499871726e+00 -1.2185916073733449e+00 7.8047181085665135e-02
